Fthicket of,,This page is for brainstorming abilities. All you need here is a name for the abilitiy and a description of what its function is.,,This column is for developing the actual game text of an ability,,,,,,,,,,,,,,,,,,,,,,,,,
,Category,Ability Name,Ability Description,Rules Text,CP cost,Affinity req,W,U,B,R,G,tot,,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,,NEW AFFINITY,New Aff: X,New Aff: Di,New Aff: Kyle,New Aff: Gabe
0,Metamagic,Permafrost,Initiative damage beyond 0 is applied to enemy's next turn,Initiative damage resulting from your cold effects that would reduce an enemy's initiative below 0 is applied towards their next round's initiative.,5,"9U,(12)",,8,,,,8,,5,,,,,,,,,,,,R4 exclusive,,,
0,Metamagic,Sculpt Spell,Reshape AoEs. Increase drain by 1.,"For spells with an AOE, you may shape the radial aoe into either a a cylinder (F/4*STAT wide, 3F/4*STAT high), cone (F*STAT ft.), line (4*F*STAT), ball (F/2  * STAT radius), or 4 cubes (F/4 * STAT ft.).",5,"7U,(9)",,4,,2,2,6,,5,,,,,,,,,,,,R3 exclusive,,,
0,Metamagic,Spiritual Transferrence,You may pay drain in place of healing drain your ally would take when receiving healing from you.,You may pay drain in place of healing drain your ally would take when receiving healing from you.,15,"3G,(15)",4,,,,,4,,15,,,,,,,,,,,,,,,
0,Metamagic,Stoke the flames,Increase severity of ignite by hitting a burning target,"If you would apply a burn to an already burning enemy, increase the current burn by 4 instead if the new burn is not already 4 greater.",15,"6R,(12)",,,,8,,8,,15,,,,,,,,,,,,R4 limited,,,
0,metamagic,Tactical Spell,"Your area spellcasts fold around specified targets, ignoring them","adds +2 drain, any number of subjects that would be subject to the aoe spell being augmented can be designated as ignored by the spell",5,"9U,(18)",,9,,,,,,5,,,,,,,,,,,,,,,
0,Metamagic ,Reach Spell,You may extend the reach of a spell,Add +2 drain to double the range of the cast spell,20,R,,,,,,,,20,,,,,,,,,,,,,,,
0,Metamagic ,Selective Spell,You may exclude a number of squares from an AoE targeted effect,Extra action in addition to the action of casting the spell: you may exclude up to (CAST STAT)/2 squares from being affected by the AoE.,20,R,,,,,,,,20,,,,,,,,,,,,,,,
0,Metamagic ,Spell Siphon,"After successful counterspell, gain strength at arms","After successfully counterspelling, gain +1DV (str scaled weapon) and +1 reach for the next minute or until you make a successful attack that deals damage.",20,"4U,4G,(12)",,,,,,,,20,,,,,,,,,,,,,,,
0,Passive,Absorbing Dispersal,Counterspelling triggers a heal,Whenever you successfully counterspell you may heal target ally within CHA*10ft for 4.,20,"4W,4U,(12)",,,,,,,,20,,,,,,,,,,,,,,,
0,Passive,Acrobat,Move at full speed doing gymnastics at no penalty. Ignore most penalties for having hands full during gymnastics.,move at full speed doing gymnastics at no penalty. Ignore most penalties for having hands full during gymnastics.,5,"4(U|R),(6)",,4,,4,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Adaptive Resistance,Gain dampening/elemental dampening after taking appropriate damage type,"After taking damage, gain RANK*2 damage dampening that only applies to that damage type. This resistance expires after 10*BOD turns, or when this ability is triggered again.",10 per,"7G,(9)
14G,(18)
21G,(27)
",,,,,6,6,,10,20,30,,,,,,,,,,R3 exclusive,,,
0,Passive,Adrenaline Surge,You are more likely to go first at the start of a round,Treat your initiative as 5 higher for determining the acting order at the start of a round.,10,"6R,(12)",,,,8,,8,,10,,,,,,,,,,,,R4 limited,,,
0,Passive,Arresting Impact,Dealing damage to an enemy stops its movement,"When you hit an enemy with an AoO or readied attack, it loses all remaining movement for the turn, stopping in place if it was moving. Airborne creatures may fall if they cannot hover.",10,"6(W|B),(12)",8,,8,,,8,,10,,,,,,,,,,,,R4 limited,,,
0,Passive,Bardic Knowledge,Generally applicable knowledge checks,"For a given topic you may make a Bardic Knowledge roll of (2*RANK + INTUITION or LOGIC as relevant). The general thresholds for recalling useful information are as follows.
1: Common Knowledge
3: Uncommon knowledge
4: Obscure / Hard to come by
5: Extremely Obscure
","5
10
15
20","2U,(3) per",,2,,,,2,,5,15,30,50,,,,,,,,,R1.2.3.4 exclusive,,,
0,Passive,Blandness,"Harder to remember, harder to pick out of a crowd",Apply a -3 penalty to all attempts to notice you in a crowd or remember your features. This bonus does not apply if exotic clothing / gear would make you stand out.,4,"4B,(6)",,,4,,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Blindsense,Perceive general location of things,10/30/60/100ft blindsense,"10
20
30
40","7(B|G),(9)
12(B|G),(15)
16(B|G),(21)
21(B|G),(27)",,,6,,6,6,,10,30,60,100,,,,,,,,,R3/5/7/9 exclusive,,,
0,Passive,Blindsight,Pinpoint awareness of things around you,5/15/30/50ft blindsight,"20
40
60
80","9(W|U|G),(12)
14(W|U|G),(18)
19(W|U|G),(24)
24(W|U|G),(30
",,,8,,8,8,,20,60,120,200,,,,,,,,,R4/6/8/10 exclusive,,,
0,Passive,Blinkstrike,"You may teleport as part of your attack action, awareness permitting","You may use a teleport ability as part of an attack action. Use your departure location for determining LoS.
",20,"6U,10(U|B|R),(21)",,,,,,,,20,,,,,,,,,,,,R7 exclusive,,,
0,Passive,Blood Magic,"Soak drain with BOD, take drain as health.",Lose all sources of WIL to your drain soak dicepool. Gain BOD to your drain dicepool. You have no drain bar. When you are the recipient of healing the caster must give up health or stamina at a 1:1 rate to heal you. You take all drain damage as health damage.,0,"4B,(6)",,,4,,,4,,0,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Blood Mana,You may take drain as lethal,You may choose to take any amount of drain you would suffer as twice its value in lethal damage.,30,"7B,(15)",,,10,,,10,,30,,,,,,,,,,,,R5 limited,,,
0,Passive,Blunt the Storm,Shield bonus vs. AoE indirect effects,Your shield bonus applies against area attacks and you can block area attacks.,5,"2W,2U,(6)",4,2,,,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Burrowing,"various burrow speeds, limited burrow to 100% uptime","
5ft per round
___________
10ft per round
______
20ft per round
________
Normal Movement speed
",20 per,6(R/G) +2,,,,6,6,6,,20,40,60,80,,,,,,,,,R3/4/5/6 exclusive,,,
0,Passive,Camoflague,Hide in plain sight: terrain,"Select a climate region, this ability may be purchased multiple times, once for each such region. When in chosen region you may attempt stealth checks at any time as if unobserved.",15,"7G,(9)",,,,,6,6,,15,,,,,,,,,,,,R3 exclusive,,,
0,Passive,Catlike,"Reduced falling damage, better climbing jumping escape artist","Reduce the effective height of all falls by 20', then halve the distance for purposes of damage sustained.",4,"2(U/B)
2(U/G)
2(B/G)",,4,4,,4,6,,4,,,,,,,,,,,,R2/R4/R6? exclusive,,,
0,Passive,Changeling,"Alter appearance, immitate others","Assume disguises in 12 seconds
+6 on disguise
+4 on mimicry
Gain Shapeshifter subtype",10,10(U/B),,10,10,,,10,,10,,,,,,,,,,,,PENDING SHAPESHIFT REWORK,,,
0,Passive,Chaotic Haversack,"Trinkets and objects seem to end up in your backpack, but you didn't put them there.","As a standard action, you may pull out any half non-magical inanimate object (rope, candle, etc).  You may have up to a total of 3 spontaneously generated items at a time; these items may be returned to the sack and exchanged.  Items spontaneously created are entirely mundane items posessing no magical properties.  Should a spontaneously generated item be unreturned to the sack there is a 24 hour period before that use is restored. Ability to pull out various low value items without specifically having them in inventory, representing character's collection of useful odds and ends. Pull out an item based on hits: 1. basic object 2. half item 4. full item 5. exotic substance

Dicepool of LOG+INT+3",5,"4R,3(U|R|G),(9)
",,4,,8,2,8,,5,,,,,,,,,,,,R3 exclusive,,,
0,Passive,Close and Personal,By closing to CQC you negate enemy's reach when using(smaller) weapons,By entering an opponent's square (check to circumvent being pushed out) you treat that opponent as having no reach for attacks involving you and that opponent so long as you are attacking/defending with light weapons or lighter.,5,"2B,2R,(6)",,,,,,,,5,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Counterbolt,Counterspelling generates a lightning bolt,Whenever you successfully counterspell you may immediately launch a DV = 6+CAST STAT lightning bolt at a single target.,20,"4U,4R,(12)",,,,,,,,20,,,,,,,,,,,,,,,
0,Passive,Cunning Adaptation,Open up another ability of R6 or lower for purchase regardless of the color req.,Pick any single ability of R6 or lower. You may purchase it.,50,"12U,12G,(30)",,,,,,,,50,,,,,,,,,,,,,,,
0,Passive,Darkvision,"See in pure darkness, monochromatic",30/60/120ft darkvision,"5
25
55
","3(B|G|R),(9) per",,,6,,6,6,,5,30,85,,,,,,,,,,R2/R4/R6 limited,,,
0,Passive,Deadly Momentum,Combat bonuses for moving each round,"If you move 3 or more squares during your turn your next attack made during that turn has 
superior ground.",30,"9R,(18)",,,,8,,8,,30,,,,,,,,,,,,R4 exclusive,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Passive,Delay Potion,Upon drinking a potion you can choose to delay its effects for up to BODY+WILL hours,Upon drinking a potion you can choose to delay its effects for up to BODY+WILL hours,5,"2U
2G",,2,,,2,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Diehard,Act normally while bleeding out,"You do not fall unconscious when your condition track is filled, you still bleed out as normal.",5,"7(R|G),(9)",,,,6,6,6,,5,,,,,,,,,,,,R3 excl,,,
0,Passive,Distraction,Flanking benefits,"When outnumbering an enemy in melee, that enemy may not take attacks of opportunity for triggers other than movement.
",5,4(W/R),4,,,4,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Driven by Pain,"Gain 2 initiative per lethal damage you take, gain 1 initiative per nonlethal damage you take","Gain 1 initiative per lethal damage you take, gain 1 initiative per 2 nonlethal damage you take",20,"6B,6(B|R),(15)
",,,10,10,,10,,20,,,,,,,,,,,debating making just BR,R5 exclusive,,,
0,Passive,Durable,"hp +1, overflow hp +1",Increase your maximum health and your overflow health by 1 each.,"4
8
12","per: ,(3)",,,,,2,2,,4,12,24,40,60,84,112,144,180,220,"
",,R1-10,,,
0,Passive,Elusive combatant,first (Y) squares of movement do not provoke,The first (1/3/*) squares of each movement you make do not provoke attacks of opportunity.,"5
+5
+10","4(U|B),(6)
9(U|B),(12)
14(U|B),(18)
",,4,4,,,4,,5,10,20,,,,,,,,,,R2/R4/R6 exclusive,,,
0,Passive,Evasion,"Armor encumbrance limitation, avoid area effects","While you are lightly encumbered you may attempt a dodge roll when subjected to an AoE you are aware of. (5) make a gymnastics check and move (X) per hit without provoking. If this places you outside the AoE you are no longer targeted by it. Additionally, double your dodge skill dice on active dodges and full dodges.",10,"7(U|B|R),(9)",,6,6,6,,6,,10,,,,,,,,,,,,R3 Exclusive,,,
0,Passive,Extraordinary Defender,Guaranteed a minimum of take 4 on parries and blocks,When rolling parry/block treat any value below the take-4 value as the take-4 value,30,16,16,16,16,16,16,16,,30,,,,,,,,,,,,R8 global,,,
0,Passive,Extraordinary Evasion,Guaranteed a minimum of take 4 on dodge,When rolling dodge treat any roll below the take-4 value as the take-4 value,50,16,16,16,16,16,16,16,,50,,,,,,,,,,,,R8 global,,,
0,Passive,Extraordinary Resilience,Guaranteed a minimum of take 4 on chosen save,"Choose a resistance (physical, mental). When rolling that resistance treat any roll below the take-4 value as the take-4 value. 
Rank 2: applies to both resistances","30,40",16,16,16,16,16,16,16,,30,70,,,,,,,,,,,R8 global,,,
0,Passive,Extraordinary Skill,Guaranteed a minimum of take 4 on chosen skill,Choose a skill (except spellcasting or weapon skill). When rolling that skill treat any roll below the take-4 value as the take-4 value. ,20,16,16,161,16,16,16,16,,20,,,,,,,,,,,,R8 global,,,
0,Passive,Fan of Knives,You can use manevuers on light thrown weapons as if they were melee weapons.,You may use manevuers for melee weapons when making ranged attacks with light thrown weapons at targets within (AGI/2)*5 ft,5,"9(B|R),(12)",,,,,,,,5,,,,,,,,,,,,,,,
0,Passive,Fast Talker,No penalty for rushing Con checks. Allow for secondary con roll to avert social blunder.,You no longer take a penalty for rushing a con attempt. You may attempt a con roll to smooth over an unsuccessful negotiation or etiquette roll.,4,"4(B|R),(6)",,,2,2,,2,,5,,,,,,,,,,,,R2 exclusive,,,
0,Passive,Faster movement,Increase base movespeed,5 extra movement speed per rank,4per,"1(R|G),(3) per",,,,2,2,2,,4,8,12,16,20,24,28,32,36,40,,,R1...,,,
0,Passive,Fate's Bounty,Heal whenever you spend luck,"Whenever you spend a point of LUK, you may heal 2 stamina, drain or health per point of LUK spent.",20,"3G,(15)",,,,,,,,20,,,,,,,,,,,,,,,
0,Passive,Fearsome reputation,bonus on diplomacy / intimidate varying,"Gain +3 dice on intimidation/diplomacy/leadership checks when the subjects of such checks are aware of your reputation. Others so aware of your reputation gain a +3 bonus on checks to recognize you, recall seeing you, etc. so long as you are not adequately disguised.
",5,"1(B|W),(3)
",2,,2,,,2,,5,,,,,,,,,,,,R1,,,
0,Passive,Fed by Fear,Generate expendable offensive dice when you successfully fear an enemy,"Every time your fear effect is not fully resisted/soaked by one or more enemies add 2 dice to your Fearmonger pool. You may expend dice from your fearmonger pool to boost attack rolls, charisma based skill rolls, and rolls that directly produce fear effects. Your fearmonger pool is capped at CHA/2 and expires after a minute of not gaining any dice.",20,"10B,(21)",,,,,,,,20,,,,,,,,,,,,,,,
